,STNID,ZIP,POSTOFFICE
2382,USC00143974,67546,Inman
2383,USC00143984,66749,Iola
2384,USC00143997,66956,Mankato
2385,USC00144073,67736,Gove
2386,USC00144087,67854,Jetmore
2387,USC00144089,66949,Jewell
2388,USC00144104,66839,Burlington
2389,USC00144114,67855,Johnson
2390,USC00144161,67835,Cimarron
2391,USC00144166,67846,Garden
2392,USC00144178,67439,Ellsworth
2393,USC00144313,67068,Kingman
2394,USC00144333,67547,Kinsley
2395,USC00144357,67644,Kirwin
2396,USC00144421,66040,Lacygne
2397,USC00144464,67860,Lakin
2398,USC00144488,66042,Lane
2399,USC00144530,67550,Larned
2400,USC00144559,66044,Lawrence
2401,USC00144588,66027,Fort
2402,USC00144598,66952,Lebanon
2403,USC00144608,66856,Lebo
2404,USC00144613,66050,Lecompton
2405,USC00144642,67645,Lenora
2406,USC00144665,67861,Leoti
2407,USC00144675,66857,Le
2408,USC00144695,67901,Liberal
2409,USC00144708,66427,Frankfort
2410,USC00144712,67455,Lincoln
2411,USC00144729,66858,Lincolnville
2412,USC00144735,67456,Lindsborg
2413,USC00144775,67646,Logan
2414,USC00144802,67458,Longford
2415,USC00144807,67647,Long
2416,USC00144812,67352,Longton
2417,USC00144821,67553,Liebenthal
2418,USC00144857,66970,Webber
2419,USC00144893,67649,Luray
2420,USC00144912,66451,Lyndon
2421,USC00144937,66860,Madison
2422,USC00144972,66502,Manhattan
2423,USC00144982,66956,Mankato
2424,USC00145039,66861,Marion
2425,USC00145063,66508,Marysville
2426,USC00145069,66862,Matfield
2427,USC00145115,67556,Mc
2428,USC00145127,67745,Mc
2429,USC00145132,66401,Alma
2430,USC00145152,67460,McPherson
2431,USC00145171,67864,Meade
2432,USC00145173,67104,Medicine
2433,USC00145210,66856,Lebo
2434,USC00145306,66441,Junction
2435,USC00145321,66868,Reading
2436,USC00145335,67466,Miltonvale
2437,USC00145355,67701,Colby
2438,USC00145363,67467,Minneapolis
2439,USC00145421,67867,Montezuma
2440,USC00145463,66755,Moran
2441,USC00145483,67650,Morland
2442,USC00145528,66056,Mound
2443,USC00145536,67354,Mound
2444,USC00145539,67108,Mount
2445,USC00145628,67651,Natoma
2446,USC00145632,66757,Neodesha
2447,USC00145692,67560,Ness
2448,USC00145744,67114,Newton
2449,USC00145768,67480,Solomon
2450,USC00145787,67653,Norcatur
2451,USC00145852,67654,Norton
2452,USC00145856,67645,Lenora
2453,USC00145863,66961,Norway
2454,USC00145870,67118,Norwich
2455,USC00145888,67748,Oakley
2456,USC00145892,67748,Oakley
2457,USC00145906,67749,Oberlin
2458,USC00145920,67563,Offerle
2459,USC00145972,66062,Olathe
2460,USC00146014,66521,Onaga
2461,USC00146076,66523,Osage
2462,USC00146084,66064,Osawatomie
2463,USC00146088,67473,Osborne
2464,USC00146100,66054,Mc
2465,USC00146115,67356,Oswego
2466,USC00146128,66067,Ottawa
2467,USC00146154,66076,Pomona
2468,USC00146169,67119,Oxford
2469,USC00146192,67657,Palco
2470,USC00146209,66071,Paola
2471,USC00146217,66554,Randolph
2472,USC00146242,67357,Parsons
2473,USC00146292,66866,Peabody
2474,USC00146305,67120,Peck
2475,USC00146333,66073,Perry
2476,USC00146340,67152,Wellington
2477,USC00146374,67661,Phillipsburg
2478,USC00146378,67661,Phillipsburg
2479,USC00146414,66762,Pittsburg
2480,USC00146435,67663,Plainville
2481,USC00146498,66451,Lyndon
2482,USC00146524,67123,Potwin
2483,USC00146549,67124,Pratt
2484,USC00146573,67570,Pretty
2485,USC00146637,67752,Quinter
2486,USC00146679,66449,Leonardville
2487,USC00146685,67572,Ransom
2488,USC00146725,66868,Reading
2489,USC00146787,67753,Rexford
2490,USC00146808,67953,Richfield
2491,USC00146813,67950,Elkhart
2492,USC00146907,67131,Rock
2493,USC00146979,67042,El
2494,USC00147007,66533,Rossville
2495,USC00147042,67665,Russell
2496,USC00147049,67764,Winona
2497,USC00147050,67764,Winona
2498,USC00147075,66869,Strong
2499,USC00147093,67756,Saint
2500,USC00147095,67756,Saint
2501,USC00147140,67650,Morland
2502,USC00147192,67550,Larned
2503,USC00147248,66966,Scandia
2504,USC00147271,67871,Scott
2505,USC00147305,67361,Sedan
2506,USC00147313,67135,Sedgwick
2507,USC00147397,67758,Sharon
2508,USC00147407,66871,Waverly
2509,USC00147534,67039,Douglass
2510,USC00147542,66967,Smith
2511,USC00147551,67456,Lindsborg
2512,USC00147796,67579,Sterling
2513,USC00147809,66085,Stilwell
2514,USC00147832,67669,Stockton
2515,USC00147904,67757,Selden
2516,USC00147922,67870,Satanta
2517,USC00147965,67143,Sun
2518,USC00147968,67071,Lake
2519,USC00148026,67481,Sylvan
2520,USC00148038,67878,Syracuse
2521,USC00148061,66869,Strong
2522,USC00148086,67484,Tescott
2523,USC00148114,66853,Hamilton
2524,USC00148156,66052,Linwood
2525,USC00148191,66736,Fredonia
2526,USC00148235,67879,Tribune
2527,USC00148240,67879,Tribune
2528,USC00148245,67059,Haviland
2529,USC00148250,66087,Troy
2530,USC00148257,67583,Turon
2531,USC00148259,66502,Manhattan
2532,USC00148287,67880,Ulysses
2533,USC00148293,66779,Uniontown
2534,USC00148323,67584,Utica
2535,USC00148341,66088,Valley
2536,USC00148495,67672,Wakeeney
2537,USC00148498,67642,Hill
2538,USC00148503,67487,Wakefield
2539,USC00148535,67761,Wallace
2540,USC00148549,66780,Walnut
2541,USC00148563,66547,Wamego
2542,USC00148578,66968,Washington
2543,USC00148648,67669,Stockton
2544,USC00148670,67152,Wellington
2545,USC00148802,66872,White
2546,USC00148892,66095,Williamsburg
2547,USC00148911,67142,Spivey
2548,USC00148914,67029,Coldwater
2549,USC00148935,66873,Wilsey
2550,USC00148946,67634,Dorrance
2551,USC00148950,67491,Windom
2552,USC00148964,67156,Winfield
2553,USC00148988,67764,Winona
2554,USC00149020,66840,Burns
2555,USC00149026,66534,Sabetha
2556,USC00149040,66524,Overbrook
2557,USC00149080,66783,Yates
2558,USC00149202,67159,Zenda
2559,USC00150012,42261,Morgantown
2560,USC00150063,42602,Albany
2561,USC00150254,45680,South
2562,USC00150381,40701,Corbin
2563,USC00150397,40004,Bardstown
2564,USC00150402,42023,Bardwell
2565,USC00150422,42141,Glasgow
2566,USC00150450,40806,Baxter
2567,USC00150483,41311,Beattyville
2568,USC00150490,42320,Beaver
2569,USC00150619,40403,Berea
2570,USC00150630,40165,Shepherdsville
2571,USC00150700,40845,Hulen
2572,USC00150804,40311,Carlisle
2573,USC00150858,41314,Booneville
2574,USC00150860,41314,Booneville
2575,USC00150875,42701,Elizabethtown
2576,USC00150904,42101,Bowling
2577,USC00150906,42101,Bowling
2578,USC00150940,40009,Bradfordsville
2579,USC00150955,40108,Brandenburg
2580,USC00151080,41721,Buckhorn
2581,USC00151090,42459,Sturgis
2582,USC00151120,41537,Jenkins
2583,USC00151137,42717,Burkesville
2584,USC00151208,42211,Cadiz
2585,USC00151210,42211,Cadiz
2586,USC00151227,42327,Calhoun
2587,USC00151251,40011,Campbellsburg
2588,USC00151294,42721,Caneyville
2589,USC00151306,42211,Cadiz
2590,USC00151318,41759,Sassafras
2591,USC00151345,41008,Carrollton
2592,USC00151391,42127,Cave
2593,USC00151517,41232,Lowmansville
2594,USC00151640,40927,Closplint
2595,USC00151725,42728,Columbia
2596,USC00151727,42031,Clinton
2597,USC00151810,40115,Custer
2598,USC00151890,40419,Crab
2599,USC00151895,40336,Irvine
2600,USC00151900,40031,La
2601,USC00151927,42217,Crofton
2602,USC00151948,42041,Fulton
2603,USC00151965,40823,Cumberland
2604,USC00151998,41031,Cynthiana
2605,USC00152040,40422,Danville
2606,USC00152072,42408,Dawson
2607,USC00152214,40330,Harrodsburg
2608,USC00152250,41035,Dry
2609,USC00152358,42343,Fordsville
2610,USC00152366,42339,Dunmor
2611,USC00152409,40475,Richmond
2612,USC00152442,42038,Eddyville
2613,USC00152500,42701,Elizabethtown
2614,USC00152512,42701,Elizabethtown
2615,USC00152548,42220,Elkton
2616,USC00152575,42131,Etoile
2617,USC00152775,41040,Falmouth
2618,USC00152791,40351,Morehead
2619,USC00152825,41501,Pikeville
2620,USC00152903,41041,Flemingsburg
2621,USC00153006,40939,Fourmile
2622,USC00153028,40601,Frankfort
2623,USC00153030,40601,Frankfort
2624,USC00153052,40322,Frenchburg
2625,USC00153112,42140,Gamaliel
2626,USC00153194,40324,Georgetown
2627,USC00153203,40359,Owenton
2628,USC00153223,42044,Gilbertsville
2629,USC00153230,41164,Olive
2630,USC00153246,42141,Glasgow
2631,USC00153252,42701,Elizabethtown
2632,USC00153295,42211,Cadiz
2633,USC00153382,40447,Mc
2634,USC00153389,41143,Grayson
2635,USC00153391,41143,Grayson
2636,USC00153398,41143,Grayson
2637,USC00153430,42743,Greensburg
2638,USC00153435,42743,Greensburg
2639,USC00153604,40143,Hardinsburg
2640,USC00153629,40831,Harlan
2641,USC00153712,41701,Hazard
2642,USC00153714,41701,Hazard
2643,USC00153741,41311,Beattyville
2644,USC00153744,41311,Beattyville
2645,USC00153762,42420,Henderson
2646,USC00153768,42420,Henderson
2647,USC00153798,42236,Herndon
2648,USC00153929,42716,Buffalo
2649,USC00153994,42240,Hopkinsville
2650,USC00154138,41224,Inez
2651,USC00154208,42629,Jamestown
2652,USC00154369,40356,Nicholasville
2653,USC00154375,42048,Hardin
2654,USC00154620,40444,Lancaster
2655,USC00154703,42754,Leitchfield
2656,USC00154732,42351,Lewisport
2657,USC00154755,42539,Liberty
2658,USC00154848,41144,Greenup
2659,USC00154857,40007,Bethlehem
2660,USC00154905,40741,London
2661,USC00154946,25514,Fort
2662,USC00154948,41230,Louisa
2663,USC00154955,40212,Louisville
2664,USC00154958,40219,Louisville
2665,USC00154967,42001,Paducah
2666,USC00155067,42431,Madisonville
2667,USC00155072,42464,White
2668,USC00155097,42259,Mammoth
2669,USC00155111,40962,Manchester
2670,USC00155165,42717,Burkesville
2671,USC00155175,41645,Langley
2672,USC00155233,42066,Mayfield
2673,USC00155235,42051,Hickory
2674,USC00155243,45101,Aberdeen
2675,USC00155280,40119,Falls
2676,USC00155370,41539,Kimper
2677,USC00155389,40965,Middlesboro
2678,USC00155444,42784,Upton
2679,USC00155524,42633,Monticello
2680,USC00155559,40351,Morehead
2681,USC00155640,40353,Mount
2682,USC00155648,40456,Mount
2683,USC00155694,42071,Murray
2684,USC00155757,42071,Murray
2685,USC00155834,42259,Mammoth
2686,USC00156012,41164,Olive
2687,USC00156028,40972,Oneida
2688,USC00156091,42301,Owensboro
2689,USC00156094,42303,Owensboro
2690,USC00156117,42003,Paducah
2691,USC00156136,41240,Paintsville
2692,USC00156155,42320,Beaver
2693,USC00156170,40361,Paris
2694,USC00156224,42539,Liberty
2695,USC00156360,41501,Pikeville
2696,USC00156379,40808,Big
2697,USC00156495,42330,Central
2698,USC00156580,42445,Princeton
2699,USC00156595,42450,Providence
2700,USC00156624,41339,Jackson
2701,USC00156810,40475,Richmond
2702,USC00156882,42273,Rochester
2703,USC00156988,40119,Falls
2704,USC00157049,42276,Russellville
2705,USC00157134,41465,Salyersville
2706,USC00157215,42164,Scottsville
2707,USC00157234,42455,Sebree
2708,USC00157300,42280,Sharon
2709,USC00157324,40065,Shelbyville
2710,USC00157334,40165,Shepherdsville
2711,USC00157431,41821,Hallie
2712,USC00157441,40322,Frenchburg
2713,USC00157508,42503,Somerset
2714,USC00157510,42503,Somerset
2715,USC00157592,42451,Reed
2716,USC00157604,40069,Springfield
2717,USC00157648,40484,Stanford
2718,USC00157652,40380,Stanton
2719,USC00157677,42638,Revelo
2720,USC00157800,42166,Summer
2721,USC00158070,42166,Summer
2722,USC00158348,41501,Pikeville
2723,USC00158432,41144,Greenup
2724,USC00158446,47020,Florence
2725,USC00158551,40810,Bledsoe
2726,USC00158553,40313,Clearfield
2727,USC00158555,42086,West
2728,USC00158709,40769,Williamsburg
2729,USC00158714,41035,Dry
2730,USC00158824,42261,Morgantown
2731,USC00160007,70510,Abbeville
2732,USC00160012,70433,Covington
2733,USC00160016,70433,Covington
2734,USC00160021,70433,Covington
2735,USC00160098,71301,Alexandria
2736,USC00160103,71301,Alexandria
2737,USC00160205,70422,Amite
2738,USC00160238,70426,Angie
2739,USC00160277,71001,Arcadia
2740,USC00160349,71016,Castor
2741,USC00160462,70807,Baton
2742,USC00160537,71220,Bastrop
2743,USC00160546,70818,Baton
2744,USC00160548,70808,Baton
2745,USC00160558,70815,Baton
2746,USC00160565,70764,Plaquemine
2747,USC00160617,70586,Ville
2748,USC00160658,70630,Bell
2749,USC00160718,71109,Shreveport
2750,USC00160800,71008,Bienville
2751,USC00160945,70427,Bogalusa
2752,USC00161232,71447,Lena
2753,USC00161235,71409,Boyce
2754,USC00161246,70719,Brusly
2755,USC00161287,71322,Bunkie
2756,USC00161292,70041,Buras
2757,USC00161365,70517,Breaux
2758,USC00161411,71225,Calhoun
2759,USC00161535,70520,Carencro
2760,USC00161565,70721,Carville
2761,USC00161866,71326,Clayton
2762,USC00161891,70722,Clinton
2763,USC00161899,70722,Clinton
2764,USC00161941,71416,Cloutierville
2765,USC00161979,71418,Columbia
2766,USC00162002,70723,Convent
2767,USC00162121,71071,Sarepta
2768,USC00162145,71019,Coushatta
2769,USC00162151,70435,Covington
2770,USC00162212,70526,Crowley
2771,USC00162350,70726,Denham
2772,USC00162361,70633,Dequincy
2773,USC00162367,70634,Deridder
2774,USC00162534,70346,Donaldsonville
2775,USC00162536,70086,Saint
2776,USC00162641,70634,Deridder
2777,USC00162800,71463,Oakdale
2778,USC00162812,71424,Elmer
2779,USC00162981,70535,Eunice
2780,USC00163079,71241,Farmerville
2781,USC00163165,70437,Folsom
2782,USC00163313,70514,Baldwin
2783,USC00163322,70438,Franklinton
2784,USC00163327,70438,Franklinton
2785,USC00163331,70438,Franklinton
2786,USC00163433,70345,Cut
2787,USC00163695,70737,Gonzales
2788,USC00163741,71447,Lena
2789,USC00163800,70570,Opelousas
2790,USC00163804,71457,Natchitoches
2791,USC00163807,70358,Grand
2792,USC00163829,70130,New
2793,USC00163867,70739,Greenwell
2794,USC00163877,71033,Greenwood
2795,USC00163979,70631,Cameron
2796,USC00164030,70401,Hammond
2797,USC00164034,70403,Hammond
2798,USC00164050,71019,Coushatta
2799,USC00164131,71038,Haynesville
2800,USC00164288,71429,Florien
2801,USC00164355,71040,Homer
2802,USC00164398,71109,Shreveport
2803,USC00164407,70360,Houma
2804,USC00164573,70730,Ethel
2805,USC00164592,71045,Jamestown
2806,USC00164674,70544,Jeanerette
2807,USC00164696,71371,Trout
2808,USC00164700,70546,Jennings
2809,USC00164732,71251,Jonesboro
2810,USC00164739,71343,Jonesville
2811,USC00164775,70548,Kaplan
2812,USC00164816,71047,Keithville
2813,USC00164859,70444,Kentwood
2814,USC00165021,70506,Lafayette
2815,USC00165065,70549,Lake
2816,USC00165072,70611,Lake
2817,USC00165074,70601,Lake
2818,USC00165076,70601,Lake
2819,USC00165090,71254,Lake
2820,USC00165146,71343,Jonesville
2821,USC00165266,71446,Leesville
2822,USC00165287,71446,Leesville
2823,USC00165296,70510,Abbeville
2824,USC00165430,70444,Kentwood
2825,USC00165438,70785,Walker
2826,USC00165522,71049,Logansport
2827,USC00165527,71049,Logansport
2828,USC00165610,70127,New
2829,USC00165620,70820,Baton
2830,USC00165624,70083,Port
2831,USC00165630,71302,Alexandria
2832,USC00165783,70071,Lutcher
2833,USC00165874,71052,Mansfield
2834,USC00165892,71449,Many
2835,USC00165896,71449,Many
2836,USC00165908,71260,Marion
2837,USC00165926,70067,Lafitte
2838,USC00165935,71019,Coushatta
2839,USC00166244,71055,Minden
2840,USC00166314,71203,Monroe
2841,USC00166364,71060,Mooringsport
2842,USC00166394,70342,Berwick
2843,USC00166431,70611,Lake
2844,USC00166434,70611,Lake
2845,USC00166466,70450,Mount
2846,USC00166582,71457,Natchitoches
2847,USC00166584,71411,Campti
2848,USC00166657,70560,New
2849,USC00166666,70114,New
2850,USC00166686,70783,Ventress
2851,USC00166836,71463,Oakdale
2852,USC00166866,71263,Oak
2853,USC00166868,71264,Oak
2854,USC00166911,70722,Clinton
2855,USC00166938,70655,Oberlin
2856,USC00166968,70611,Lake
2857,USC00166978,71465,Olla
2858,USC00166995,70570,Opelousas
2859,USC00167096,70030,Des
2860,USC00167304,70453,Pine
2861,USC00167312,71266,Pioneer
2862,USC00167344,71064,Plain
2863,USC00167366,70710,Addis
2864,USC00167425,70454,Ponchatoula
2865,USC00167448,70767,Port
2866,USC00167691,71269,Rayville
2867,USC00167729,71343,Jonesville
2868,USC00167732,71302,Alexandria
2869,USC00167738,71112,Bossier
2870,USC00167767,70084,Reserve
2871,USC00167924,71115,Shreveport
2872,USC00167932,70643,Grand
2873,USC00168046,71446,Leesville
2874,USC00168067,71270,Ruston
2875,USC00168094,71045,Jamestown
2876,USC00168108,70085,Saint
2877,USC00168136,70775,Saint
2878,USC00168139,70776,Saint
2879,USC00168163,71357,Newellton
2880,USC00168181,70582,Saint
2881,USC00168405,70438,Franklinton
2882,USC00168436,71101,Shreveport
2883,USC00168444,71118,Shreveport
2884,USC00168448,71109,Shreveport
2885,USC00168539,70458,Slidell
2886,USC00168543,70460,Slidell
2887,USC00168669,71277,Spearsville
2888,USC00168785,71280,Sterlington
2889,USC00168831,70663,Sulphur
2890,USC00168861,70427,Bogalusa
2891,USC00168906,70420,Abita
2892,USC00168923,71282,Tallulah
2893,USC00168941,70114,New
2894,USC00169013,70301,Thibodaux
2895,USC00169074,71403,Anacoco
2896,USC00169357,71373,Vidalia
2897,USC00169369,70586,Ville
2898,USC00169392,71082,Vivian
2899,USC00169480,70706,Denham
2900,USC00169631,71292,West
2901,USC00169803,71483,Winnfield
2902,USC00169804,71295,Winnsboro
2903,USC00169806,71295,Winnsboro
2904,USC00169809,71422,Dodson
2905,USC00169930,70791,Zachary
2906,USC00170100,04609,Bar
2907,USC00170177,04358,South
2908,USC00170200,04774,Saint
2909,USC00170217,04216,Andover
2910,USC00170398,04414,Brownville
2911,USC00170409,04011,Brunswick
2912,USC00170480,04915,Belfast
2913,USC00170600,04920,Bingham
2914,USC00170655,04406,Abbot
2915,USC00170814,04478,Rockwood
2916,USC00170833,04735,Bridgewater
2917,USC00170844,04009,Bridgton
2918,USC00171131,03902,Cape
2919,USC00171472,00125,Northwest
2920,USC00171628,04928,Corinna
2921,USC00171833,04424,Danforth
2922,USC00171975,04426,Dover
2923,USC00172048,04222,Durham
2924,USC00172238,04029,Sebago
2925,USC00172426,04631,Eastport
2926,USC00172602,03903,Eliot
2927,USC00172620,04605,Ellsworth
2928,USC00172623,04684,Surry
2929,USC00172700,04936,Eustis
2930,USC00172765,04938,Farmington
2931,USC00172878,04743,Fort
2932,USC00173046,04345,Gardiner
2933,USC00173261,00134,Northern
2934,USC00173295,04039,Gray
2935,USC00173353,04441,Greenville
2936,USC00173417,04479,Sangerville
2937,USC00173567,04942,Harmony
2938,USC00173570,04220,Buckfield
2939,USC00173588,04478,Rockwood
2940,USC00173862,04030,East
2941,USC00173944,04730,Houlton
2942,USC00174086,04945,Jackman
2943,USC00174183,04606,Addison
2944,USC00174193,04043,Kennebunk
2945,USC00174324,04947,Kingfield
2946,USC00174566,04210,Auburn
2947,USC00174683,04614,Blue
2948,USC00174745,04254,Livermore
2949,USC00174781,00133,West
2950,USC00174817,04051,Lovell
2951,USC00174878,04654,Machias
2952,USC00174927,04911,Anson
2953,USC00175261,04216,Andover
2954,USC00175304,04462,Millinocket
2955,USC00175347,04463,Milo
2956,USC00175460,04442,Greenville
2957,USC00175675,04553,Newcastle
2958,USC00175736,04955,New
2959,USC00176011,04029,Sebago
2960,USC00176060,04268,Norway
2961,USC00176430,04468,Old
2962,USC00176594,04765,Patten
2963,USC00176705,04966,Phillips
2964,USC00176707,04966,Phillips
2965,USC00176721,00132,North
2966,USC00176856,04274,Poland
2967,USC00176875,04768,Portage
2968,USC00176881,04860,Tenants
2969,USC00176937,04769,Presque
2970,USC00177037,04970,Rangeley
2971,USC00177039,04970,Rangeley
2972,USC00177174,00135,Northern
2973,USC00177238,04671,Robbinston
2974,USC00177325,04276,Rumford
2975,USC00177479,04073,Sanford
2976,USC00177654,04426,Dover
2977,USC00178353,04487,Springfield
2978,USC00178792,04490,Topsfield
2979,USC00178817,04282,Turner
2980,USC00178965,04785,Van
2981,USC00178974,04491,Vanceboro
2982,USC00179151,04901,Waterville
2983,USC00179294,04654,Machias
2984,USC00179314,04042,Hollis
2985,USC00179538,04219,Bryant
2986,USC00179547,04578,Wiscasset
2987,USC00179593,04856,Rockport
2988,USC00179891,04694,Baileyville
2989,USC00180193,21401,Annapolis
2990,USC00180335,00152,Assateague
2991,USC00180700,20705,Beltsville
2992,USC00180732,21047,Fallston
2993,USC00181385,21613,Cambridge
2994,USC00181530,21780,Sabillasville
2995,USC00181750,21620,Chestertown
2996,USC00181862,21042,Ellicott
2997,USC00181995,20742,College
2998,USC00182060,21034,Darlington
2999,USC00182282,21502,Cumberland
3000,USC00182308,21209,Baltimore
3001,USC00182325,20016,Washington
3002,USC00182335,20871,Clarksburg
3003,USC00182336,20876,Germantown
3004,USC00182770,21783,Smithsburg
